Internship_ID,Company,Role,Location,Stipend,Required_Skills,Description
INT_5327,BlueWave,UI/UX Designer,Delhi,12000,"Figma, CSS, Prototyping","Join BlueWave as a UI/UX Designer. We need expertise in Figma, CSS."
INT_5328,Delta Force,DevOps Engineer,Gurgaon,8000,"Azure, Bash Scripting, Docker, Git","Join Delta Force as a DevOps Engineer. We need expertise in Azure, Bash Scripting."
INT_5329,Apex Innovations,Software Engineer,Remote,25000,"Java, C++, Algorithms, Data Structures, Git","Join Apex Innovations as a Software Engineer. We need expertise in Java, C++."
INT_5330,Apex Innovations,Software Engineer,Mumbai,20000,"SQL, Data Structures, C++","Join Apex Innovations as a Software Engineer. We need expertise in SQL, Data Structures."
INT_5331,TechSol,Frontend Developer,Gurgaon,25000,"CSS, Vue.js, Angular, TypeScript","Join TechSol as a Frontend Developer. We need expertise in CSS, Vue.js."
INT_5332,Echo Systems,Data Scientist,Gurgaon,20000,"Scikit-learn, Machine Learning, NumPy, TensorFlow","Join Echo Systems as a Data Scientist. We need expertise in Scikit-learn, Machine Learning."
INT_5333,Nexus Solutions,Data Analyst,Gurgaon,Unpaid,"SQL, Power BI, Tableau, R","Join Nexus Solutions as a Data Analyst. We need expertise in SQL, Power BI."
INT_5334,PrimeLogic,Product Manager,Chennai,20000,"Agile, Roadmapping, JIRA, Data Analysis","Join PrimeLogic as a Product Manager. We need expertise in Agile, Roadmapping."
INT_5335,Starlight Systems,Backend Developer,Remote,8000,"Express.js, Flask, Node.js","Join Starlight Systems as a Backend Developer. We need expertise in Express.js, Flask."
INT_5336,TechSol,Machine Learning Engineer,Hyderabad,10000,"TensorFlow, AWS, Machine Learning, Python","Join TechSol as a Machine Learning Engineer. We need expertise in TensorFlow, AWS."
INT_5337,Vertex Global,Frontend Developer,Delhi,12000,"React, Tailwind CSS, HTML, CSS","Join Vertex Global as a Frontend Developer. We need expertise in React, Tailwind CSS."
INT_5338,Apex Innovations,DevOps Engineer,Mumbai,10000,"AWS, Docker, Git, Linux","Join Apex Innovations as a DevOps Engineer. We need expertise in AWS, Docker."
INT_5339,AlphaTech,QA Engineer,Remote,25000,"JIRA, Python, Automation Testing, SQL","Join AlphaTech as a QA Engineer. We need expertise in JIRA, Python."
INT_5340,CyberDyne,Data Analyst,Remote,12000,"SQL, Python, Tableau","Join CyberDyne as a Data Analyst. We need expertise in SQL, Python."
INT_5341,CoreSystems,Backend Developer,Noida,5000,"Express.js, Django, Java, PostgreSQL, Flask","Join CoreSystems as a Backend Developer. We need expertise in Express.js, Django."
INT_5342,Omega Corp,UI/UX Designer,Pune,5000,"HTML, Adobe XD, CSS, Wireframing, User Research","Join Omega Corp as a UI/UX Designer. We need expertise in HTML, Adobe XD."
INT_5343,Cosmos AI,UI/UX Designer,Gurgaon,15000,"Figma, Sketch, Adobe XD","Join Cosmos AI as a UI/UX Designer. We need expertise in Figma, Sketch."
INT_5344,Infinity AI,Full Stack Developer,Hyderabad,8000,"CSS, Git, React","Join Infinity AI as a Full Stack Developer. We need expertise in CSS, Git."
INT_5345,Summit Digital,Backend Developer,Hyderabad,10000,"Node.js, Java, NoSQL, API Design","Join Summit Digital as a Backend Developer. We need expertise in Node.js, Java."
INT_5346,Quantum Bits,Software Engineer,Gurgaon,15000,"System Design, Git, Data Structures","Join Quantum Bits as a Software Engineer. We need expertise in System Design, Git."
INT_5347,Horizon Tech,DevOps Engineer,Mumbai,12000,"CI/CD, Git, Docker, Azure, Kubernetes","Join Horizon Tech as a DevOps Engineer. We need expertise in CI/CD, Git."
INT_5348,InnovateX,UI/UX Designer,Remote,12000,"CSS, Adobe XD, Sketch","Join InnovateX as a UI/UX Designer. We need expertise in CSS, Adobe XD."
INT_5349,Cosmos AI,QA Engineer,Mumbai,Unpaid,"Manual Testing, JIRA, Selenium","Join Cosmos AI as a QA Engineer. We need expertise in Manual Testing, JIRA."
INT_5350,Fusion Labs,System Administrator,Noida,20000,"Azure, Networking, Virtualization","Join Fusion Labs as a System Administrator. We need expertise in Azure, Networking."
INT_5351,PrimeLogic,UI/UX Designer,Bangalore,8000,"Prototyping, CSS, HTML, Adobe XD","Join PrimeLogic as a UI/UX Designer. We need expertise in Prototyping, CSS."
INT_5352,Nebula Data,Data Scientist,Indore,8000,"Data Science, Python, SQL, TensorFlow","Join Nebula Data as a Data Scientist. We need expertise in Data Science, Python."
INT_5353,Sierra Logic,DevOps Engineer,Noida,5000,"Git, AWS, Jenkins, Linux","Join Sierra Logic as a DevOps Engineer. We need expertise in Git, AWS."
INT_5354,AlphaTech,Software Engineer,Delhi,5000,"Java, Algorithms, System Design","Join AlphaTech as a Software Engineer. We need expertise in Java, Algorithms."
INT_5355,BlueWave,Mobile App Developer,Pune,Unpaid,"React Native, iOS Development, Android Studio, Swift","Join BlueWave as a Mobile App Developer. We need expertise in React Native, iOS Development."
INT_5356,CyberDyne,UI/UX Designer,Delhi,12000,"HTML, User Research, Sketch, Prototyping, Adobe XD","Join CyberDyne as a UI/UX Designer. We need expertise in HTML, User Research."
INT_5357,Starlight Systems,Data Scientist,Delhi,8000,"SQL, PyTorch, Scikit-learn, Pandas","Join Starlight Systems as a Data Scientist. We need expertise in SQL, PyTorch."
INT_5358,Fusion Labs,Full Stack Developer,Chennai,8000,"CSS, Git, HTML, Express.js","Join Fusion Labs as a Full Stack Developer. We need expertise in CSS, Git."
INT_5359,Nexus Solutions,Frontend Developer,Indore,15000,"Tailwind CSS, React, JavaScript, Vue.js, Angular","Join Nexus Solutions as a Frontend Developer. We need expertise in Tailwind CSS, React."
INT_5360,CloudNet,Mobile App Developer,Remote,Unpaid,"iOS Development, Android Studio, Kotlin","Join CloudNet as a Mobile App Developer. We need expertise in iOS Development, Android Studio."
INT_5361,Horizon Tech,Backend Developer,Bangalore,15000,"Django, PostgreSQL, NoSQL","Join Horizon Tech as a Backend Developer. We need expertise in Django, PostgreSQL."
INT_5362,ByteWorks,Machine Learning Engineer,Mumbai,15000,"Docker, MLOps, TensorFlow","Join ByteWorks as a Machine Learning Engineer. We need expertise in Docker, MLOps."
INT_5363,Bright Ideas,UI/UX Designer,Chennai,25000,"HTML, Sketch, User Research, Wireframing","Join Bright Ideas as a UI/UX Designer. We need expertise in HTML, Sketch."
INT_5364,Bright Ideas,Frontend Developer,Chennai,12000,"Vue.js, Redux, HTML, CSS, Angular","Join Bright Ideas as a Frontend Developer. We need expertise in Vue.js, Redux."
INT_5365,CoreSystems,UI/UX Designer,Gurgaon,Unpaid,"Prototyping, User Research, CSS, HTML","Join CoreSystems as a UI/UX Designer. We need expertise in Prototyping, User Research."
INT_5366,DeepDive Data,DevOps Engineer,Chennai,8000,"Jenkins, Azure, Bash Scripting, Docker, AWS","Join DeepDive Data as a DevOps Engineer. We need expertise in Jenkins, Azure."
INT_5367,Stellar Code,Machine Learning Engineer,Remote,Unpaid,"Python, Machine Learning, Docker","Join Stellar Code as a Machine Learning Engineer. We need expertise in Python, Machine Learning."
INT_5368,SoftSystems,DevOps Engineer,Mumbai,25000,"Bash Scripting, CI/CD, AWS, Jenkins","Join SoftSystems as a DevOps Engineer. We need expertise in Bash Scripting, CI/CD."
INT_5369,NextLevel Tech,DevOps Engineer,Remote,8000,"Kubernetes, Azure, Bash Scripting, AWS, Jenkins","Join NextLevel Tech as a DevOps Engineer. We need expertise in Kubernetes, Azure."
INT_5370,CloudNet,Data Analyst,Indore,10000,"Python, Excel, Statistics","Join CloudNet as a Data Analyst. We need expertise in Python, Excel."
INT_5371,Nebula Data,System Administrator,Bangalore,20000,"Azure, Windows Server, AWS, Bash","Join Nebula Data as a System Administrator. We need expertise in Azure, Windows Server."
INT_5372,Omega Corp,QA Engineer,Remote,8000,"Java, JIRA, SQL, Selenium, Automation Testing","Join Omega Corp as a QA Engineer. We need expertise in Java, JIRA."
INT_5373,Galactic Soft,Frontend Developer,Mumbai,25000,"Vue.js, JavaScript, CSS, Angular, TypeScript","Join Galactic Soft as a Frontend Developer. We need expertise in Vue.js, JavaScript."
INT_5374,Sierra Logic,Full Stack Developer,Noida,5000,"Node.js, Git, HTML, Express.js, SQL","Join Sierra Logic as a Full Stack Developer. We need expertise in Node.js, Git."
INT_5375,TerraFirm,Frontend Developer,Hyderabad,25000,"CSS, TypeScript, Angular","Join TerraFirm as a Frontend Developer. We need expertise in CSS, TypeScript."
INT_5376,Fusion Labs,Mobile App Developer,Remote,15000,"Kotlin, React Native, Android Studio, Java, Swift","Join Fusion Labs as a Mobile App Developer. We need expertise in Kotlin, React Native."
INT_5377,Apex Innovations,DevOps Engineer,Noida,Unpaid,"Jenkins, Docker, Kubernetes","Join Apex Innovations as a DevOps Engineer. We need expertise in Jenkins, Docker."
INT_5378,Omega Corp,Software Engineer,Gurgaon,8000,"Python, Java, SQL, C++","Join Omega Corp as a Software Engineer. We need expertise in Python, Java."
INT_5379,PrimeLogic,Machine Learning Engineer,Noida,8000,"TensorFlow, PyTorch, Machine Learning","Join PrimeLogic as a Machine Learning Engineer. We need expertise in TensorFlow, PyTorch."
INT_5380,Polaris Solutions,Software Engineer,Noida,Unpaid,"C++, Data Structures, SQL","Join Polaris Solutions as a Software Engineer. We need expertise in C++, Data Structures."
INT_5381,RapidScale,Machine Learning Engineer,Noida,20000,"Deep Learning, AWS, PyTorch","Join RapidScale as a Machine Learning Engineer. We need expertise in Deep Learning, AWS."
INT_5382,Fusion Labs,Frontend Developer,Indore,10000,"Tailwind CSS, Vue.js, HTML","Join Fusion Labs as a Frontend Developer. We need expertise in Tailwind CSS, Vue.js."
INT_5383,RapidScale,Mobile App Developer,Gurgaon,Unpaid,"React Native, Kotlin, Swift, Java","Join RapidScale as a Mobile App Developer. We need expertise in React Native, Kotlin."
INT_5384,Equinox Labs,QA Engineer,Gurgaon,12000,"Selenium, Java, Manual Testing","Join Equinox Labs as a QA Engineer. We need expertise in Selenium, Java."
INT_5385,DeepDive Data,DevOps Engineer,Delhi,5000,"Azure, Jenkins, Bash Scripting","Join DeepDive Data as a DevOps Engineer. We need expertise in Azure, Jenkins."
INT_5386,LogicGate,Data Scientist,Noida,10000,"Deep Learning, Tableau, Pandas, NumPy, Machine Learning","Join LogicGate as a Data Scientist. We need expertise in Deep Learning, Tableau."
INT_5387,Cosmos AI,QA Engineer,Pune,12000,"JIRA, Selenium, Java, Python","Join Cosmos AI as a QA Engineer. We need expertise in JIRA, Selenium."
INT_5388,NextLevel Tech,DevOps Engineer,Chennai,Unpaid,"Docker, AWS, Azure, Linux","Join NextLevel Tech as a DevOps Engineer. We need expertise in Docker, AWS."
INT_5389,Fusion Labs,Backend Developer,Chennai,20000,"Node.js, API Design, MongoDB","Join Fusion Labs as a Backend Developer. We need expertise in Node.js, API Design."
INT_5390,Galactic Soft,Product Manager,Bangalore,Unpaid,"Agile, JIRA, SQL, Data Analysis","Join Galactic Soft as a Product Manager. We need expertise in Agile, JIRA."
INT_5391,Cosmos AI,DevOps Engineer,Delhi,Unpaid,"Docker, CI/CD, AWS","Join Cosmos AI as a DevOps Engineer. We need expertise in Docker, CI/CD."
INT_5392,Echo Systems,Frontend Developer,Mumbai,20000,"HTML, Redux, React, JavaScript, Tailwind CSS","Join Echo Systems as a Frontend Developer. We need expertise in HTML, Redux."
INT_5393,Stellar Code,Backend Developer,Hyderabad,12000,"Django, Express.js, Node.js, MongoDB","Join Stellar Code as a Backend Developer. We need expertise in Django, Express.js."
INT_5394,CloudNet,QA Engineer,Chennai,20000,"Manual Testing, Java, Python, JIRA, Selenium","Join CloudNet as a QA Engineer. We need expertise in Manual Testing, Java."
INT_5395,Nexus Solutions,Software Engineer,Indore,15000,"Git, C++, Java, Data Structures, Python","Join Nexus Solutions as a Software Engineer. We need expertise in Git, C++."
INT_5396,NextLevel Tech,Software Engineer,Delhi,5000,"SQL, C++, Python, Git","Join NextLevel Tech as a Software Engineer. We need expertise in SQL, C++."
INT_5397,TerraFirm,Machine Learning Engineer,Noida,25000,"AWS, Machine Learning, TensorFlow, PyTorch","Join TerraFirm as a Machine Learning Engineer. We need expertise in AWS, Machine Learning."
INT_5398,Quantum Bits,Data Scientist,Chennai,5000,"Data Science, Deep Learning, PyTorch, TensorFlow","Join Quantum Bits as a Data Scientist. We need expertise in Data Science, Deep Learning."
INT_5399,Universal Tech,UI/UX Designer,Indore,25000,"User Research, CSS, Wireframing, HTML, Adobe XD","Join Universal Tech as a UI/UX Designer. We need expertise in User Research, CSS."
INT_5400,Titan Software,Data Analyst,Gurgaon,10000,"Data Science, Python, R","Join Titan Software as a Data Analyst. We need expertise in Data Science, Python."
INT_5401,TechSol,Full Stack Developer,Hyderabad,25000,"SQL, HTML, JavaScript","Join TechSol as a Full Stack Developer. We need expertise in SQL, HTML."
INT_5402,Helios Data,Data Scientist,Indore,5000,"Scikit-learn, TensorFlow, PyTorch","Join Helios Data as a Data Scientist. We need expertise in Scikit-learn, TensorFlow."
INT_5403,Titan Software,Product Manager,Indore,25000,"Product Management, Roadmapping, SQL, Agile","Join Titan Software as a Product Manager. We need expertise in Product Management, Roadmapping."
INT_5404,CodeCraft,Software Engineer,Indore,15000,"Algorithms, SQL, Java, System Design","Join CodeCraft as a Software Engineer. We need expertise in Algorithms, SQL."
INT_5405,Nebula Data,QA Engineer,Indore,20000,"Selenium, Automation Testing, Java","Join Nebula Data as a QA Engineer. We need expertise in Selenium, Automation Testing."
INT_5406,Novus Tech,Mobile App Developer,Gurgaon,15000,"iOS Development, Flutter, Java","Join Novus Tech as a Mobile App Developer. We need expertise in iOS Development, Flutter."
INT_5407,SparkNet,Frontend Developer,Indore,5000,"HTML, TypeScript, Vue.js, Tailwind CSS","Join SparkNet as a Frontend Developer. We need expertise in HTML, TypeScript."
INT_5408,Pioneer Soft,Product Manager,Noida,12000,"Agile, Roadmapping, JIRA, Data Analysis","Join Pioneer Soft as a Product Manager. We need expertise in Agile, Roadmapping."
INT_5409,TechSol,Backend Developer,Mumbai,10000,"Flask, NoSQL, API Design","Join TechSol as a Backend Developer. We need expertise in Flask, NoSQL."
INT_5410,TerraFirm,QA Engineer,Delhi,25000,"Automation Testing, SQL, Selenium, Manual Testing, Java","Join TerraFirm as a QA Engineer. We need expertise in Automation Testing, SQL."
INT_5411,OrbitTech,DevOps Engineer,Bangalore,10000,"Azure, Bash Scripting, Linux","Join OrbitTech as a DevOps Engineer. We need expertise in Azure, Bash Scripting."
INT_5412,Global Connect,Full Stack Developer,Indore,15000,"JavaScript, Node.js, Git, MongoDB","Join Global Connect as a Full Stack Developer. We need expertise in JavaScript, Node.js."
INT_5413,Pioneer Soft,Data Analyst,Mumbai,5000,"Excel, Power BI, Data Science","Join Pioneer Soft as a Data Analyst. We need expertise in Excel, Power BI."
INT_5414,DataMinds,Full Stack Developer,Mumbai,Unpaid,"HTML, Node.js, React, CSS, JavaScript","Join DataMinds as a Full Stack Developer. We need expertise in HTML, Node.js."
INT_5415,SoftSystems,Frontend Developer,Mumbai,5000,"Redux, Tailwind CSS, React","Join SoftSystems as a Frontend Developer. We need expertise in Redux, Tailwind CSS."
INT_5416,Nebula Data,Full Stack Developer,Pune,12000,"JavaScript, React, CSS, Express.js, HTML","Join Nebula Data as a Full Stack Developer. We need expertise in JavaScript, React."
INT_5417,RapidScale,Product Manager,Chennai,12000,"JIRA, Agile, Product Management, Roadmapping","Join RapidScale as a Product Manager. We need expertise in JIRA, Agile."
INT_5418,Horizon Tech,Software Engineer,Hyderabad,12000,"Algorithms, Data Structures, System Design, SQL","Join Horizon Tech as a Software Engineer. We need expertise in Algorithms, Data Structures."
INT_5419,CloudNet,Machine Learning Engineer,Hyderabad,15000,"TensorFlow, Docker, MLOps, PyTorch","Join CloudNet as a Machine Learning Engineer. We need expertise in TensorFlow, Docker."
INT_5420,Summit Digital,Machine Learning Engineer,Remote,12000,"Machine Learning, Docker, Deep Learning","Join Summit Digital as a Machine Learning Engineer. We need expertise in Machine Learning, Docker."
INT_5421,Novus Tech,System Administrator,Indore,Unpaid,"Windows Server, Networking, Virtualization, AWS, Azure","Join Novus Tech as a System Administrator. We need expertise in Windows Server, Networking."
INT_5422,ClearView Tech,Data Analyst,Noida,10000,"Python, Statistics, R","Join ClearView Tech as a Data Analyst. We need expertise in Python, Statistics."
INT_5423,Future Systems,System Administrator,Bangalore,10000,"Bash, Networking, Azure, Windows Server, AWS","Join Future Systems as a System Administrator. We need expertise in Bash, Networking."
INT_5424,CyberDyne,Full Stack Developer,Indore,20000,"SQL, Git, Node.js","Join CyberDyne as a Full Stack Developer. We need expertise in SQL, Git."
INT_5425,Universal Tech,Product Manager,Gurgaon,20000,"Product Management, SQL, Roadmapping, JIRA","Join Universal Tech as a Product Manager. We need expertise in Product Management, SQL."
INT_5426,Meridian Soft,QA Engineer,Mumbai,12000,"Java, Manual Testing, JIRA, SQL, Automation Testing","Join Meridian Soft as a QA Engineer. We need expertise in Java, Manual Testing."
INT_5427,ByteWorks,Machine Learning Engineer,Remote,Unpaid,"PyTorch, MLOps, Machine Learning, AWS, Python","Join ByteWorks as a Machine Learning Engineer. We need expertise in PyTorch, MLOps."
INT_5428,Future Systems,Full Stack Developer,Noida,Unpaid,"MongoDB, React, CSS, JavaScript, Node.js","Join Future Systems as a Full Stack Developer. We need expertise in MongoDB, React."
INT_5429,TerraFirm,UI/UX Designer,Chennai,15000,"Wireframing, Sketch, CSS","Join TerraFirm as a UI/UX Designer. We need expertise in Wireframing, Sketch."
INT_5430,Vertex Global,Data Scientist,Gurgaon,8000,"Data Science, TensorFlow, Deep Learning","Join Vertex Global as a Data Scientist. We need expertise in Data Science, TensorFlow."
INT_5431,Cosmos AI,UI/UX Designer,Mumbai,25000,"CSS, Figma, Adobe XD, HTML, Sketch","Join Cosmos AI as a UI/UX Designer. We need expertise in CSS, Figma."
INT_5432,Galactic Soft,QA Engineer,Mumbai,5000,"SQL, Selenium, JIRA, Java, Python","Join Galactic Soft as a QA Engineer. We need expertise in SQL, Selenium."
INT_5433,Equinox Labs,Full Stack Developer,Hyderabad,20000,"HTML, CSS, React","Join Equinox Labs as a Full Stack Developer. We need expertise in HTML, CSS."
INT_5434,Solstice Tech,UI/UX Designer,Delhi,12000,"Figma, User Research, Sketch","Join Solstice Tech as a UI/UX Designer. We need expertise in Figma, User Research."
INT_5435,Smart Solutions,QA Engineer,Hyderabad,Unpaid,"Manual Testing, Selenium, Automation Testing, JIRA","Join Smart Solutions as a QA Engineer. We need expertise in Manual Testing, Selenium."
INT_5436,NextLevel Tech,Data Analyst,Pune,15000,"Tableau, Data Science, SQL, Python, Statistics","Join NextLevel Tech as a Data Analyst. We need expertise in Tableau, Data Science."
INT_5437,Echo Systems,Machine Learning Engineer,Chennai,12000,"TensorFlow, AWS, PyTorch, Deep Learning","Join Echo Systems as a Machine Learning Engineer. We need expertise in TensorFlow, AWS."
INT_5438,Summit Digital,QA Engineer,Delhi,8000,"Python, JIRA, Automation Testing, Manual Testing","Join Summit Digital as a QA Engineer. We need expertise in Python, JIRA."
INT_5439,Starlight Systems,Full Stack Developer,Mumbai,12000,"JavaScript, Git, Node.js","Join Starlight Systems as a Full Stack Developer. We need expertise in JavaScript, Git."
INT_5440,Stellar Code,Machine Learning Engineer,Remote,20000,"Machine Learning, PyTorch, TensorFlow, Docker","Join Stellar Code as a Machine Learning Engineer. We need expertise in Machine Learning, PyTorch."
INT_5441,RapidScale,Product Manager,Remote,Unpaid,"SQL, Communication, Agile, JIRA","Join RapidScale as a Product Manager. We need expertise in SQL, Communication."
INT_5442,ByteWorks,Machine Learning Engineer,Chennai,15000,"MLOps, Docker, Deep Learning, Machine Learning, Python","Join ByteWorks as a Machine Learning Engineer. We need expertise in MLOps, Docker."
INT_5443,Starlight Systems,DevOps Engineer,Remote,8000,"CI/CD, Azure, AWS","Join Starlight Systems as a DevOps Engineer. We need expertise in CI/CD, Azure."
INT_5444,Horizon Tech,Machine Learning Engineer,Hyderabad,5000,"Python, TensorFlow, Machine Learning, Docker","Join Horizon Tech as a Machine Learning Engineer. We need expertise in Python, TensorFlow."
INT_5445,Helios Data,DevOps Engineer,Bangalore,8000,"Kubernetes, CI/CD, Azure","Join Helios Data as a DevOps Engineer. We need expertise in Kubernetes, CI/CD."
INT_5446,CoreSystems,QA Engineer,Mumbai,10000,"Automation Testing, Manual Testing, Selenium, SQL, JIRA","Join CoreSystems as a QA Engineer. We need expertise in Automation Testing, Manual Testing."
INT_5447,Pioneer Soft,QA Engineer,Hyderabad,5000,"Selenium, SQL, Automation Testing","Join Pioneer Soft as a QA Engineer. We need expertise in Selenium, SQL."
INT_5448,Zenith AI,Data Scientist,Remote,20000,"NumPy, TensorFlow, Scikit-learn, Pandas","Join Zenith AI as a Data Scientist. We need expertise in NumPy, TensorFlow."
INT_5449,Sierra Logic,DevOps Engineer,Indore,5000,"CI/CD, Bash Scripting, AWS, Git, Kubernetes","Join Sierra Logic as a DevOps Engineer. We need expertise in CI/CD, Bash Scripting."
INT_5450,DeepDive Data,Backend Developer,Gurgaon,Unpaid,"Express.js, Node.js, Flask, NoSQL, MongoDB","Join DeepDive Data as a Backend Developer. We need expertise in Express.js, Node.js."
INT_5451,Novus Tech,DevOps Engineer,Bangalore,20000,"CI/CD, Azure, Git","Join Novus Tech as a DevOps Engineer. We need expertise in CI/CD, Azure."
INT_5452,Omega Corp,Mobile App Developer,Noida,12000,"React Native, Android Studio, Kotlin, Flutter","Join Omega Corp as a Mobile App Developer. We need expertise in React Native, Android Studio."
INT_5453,Omega Corp,Data Scientist,Pune,15000,"Data Science, Pandas, SQL, Deep Learning, PyTorch","Join Omega Corp as a Data Scientist. We need expertise in Data Science, Pandas."
INT_5454,CoreSystems,Product Manager,Chennai,5000,"Agile, Data Analysis, Roadmapping, SQL","Join CoreSystems as a Product Manager. We need expertise in Agile, Data Analysis."
INT_5455,Universal Tech,Backend Developer,Noida,20000,"Express.js, NoSQL, Django, Java","Join Universal Tech as a Backend Developer. We need expertise in Express.js, NoSQL."
INT_5456,Vanguard Data,QA Engineer,Delhi,10000,"Python, Automation Testing, Manual Testing, Java, JIRA","Join Vanguard Data as a QA Engineer. We need expertise in Python, Automation Testing."
INT_5457,Bright Ideas,Mobile App Developer,Indore,8000,"React Native, Android Studio, Kotlin, Java","Join Bright Ideas as a Mobile App Developer. We need expertise in React Native, Android Studio."
INT_5458,FastTrack Soft,Frontend Developer,Pune,15000,"Angular, Tailwind CSS, TypeScript, React","Join FastTrack Soft as a Frontend Developer. We need expertise in Angular, Tailwind CSS."
INT_5459,OrbitTech,QA Engineer,Chennai,20000,"Python, Selenium, SQL","Join OrbitTech as a QA Engineer. We need expertise in Python, Selenium."
INT_5460,Visionary Apps,QA Engineer,Mumbai,12000,"Manual Testing, Selenium, Python, Automation Testing, Java","Join Visionary Apps as a QA Engineer. We need expertise in Manual Testing, Selenium."
INT_5461,Fusion Labs,Full Stack Developer,Indore,Unpaid,"SQL, Node.js, CSS, React, JavaScript","Join Fusion Labs as a Full Stack Developer. We need expertise in SQL, Node.js."
INT_5462,TechSol,UI/UX Designer,Pune,Unpaid,"HTML, Prototyping, Figma","Join TechSol as a UI/UX Designer. We need expertise in HTML, Prototyping."
INT_5463,Stellar Code,UI/UX Designer,Mumbai,20000,"Sketch, Figma, Wireframing, Adobe XD, User Research","Join Stellar Code as a UI/UX Designer. We need expertise in Sketch, Figma."
INT_5464,Horizon Tech,UI/UX Designer,Gurgaon,12000,"Sketch, Figma, CSS, User Research","Join Horizon Tech as a UI/UX Designer. We need expertise in Sketch, Figma."
INT_5465,DeepDive Data,UI/UX Designer,Bangalore,25000,"CSS, Prototyping, Wireframing","Join DeepDive Data as a UI/UX Designer. We need expertise in CSS, Prototyping."
INT_5466,CyberDyne,Product Manager,Mumbai,15000,"Agile, Communication, Roadmapping","Join CyberDyne as a Product Manager. We need expertise in Agile, Communication."
INT_5467,NextLevel Tech,QA Engineer,Chennai,8000,"SQL, Java, Selenium, Manual Testing","Join NextLevel Tech as a QA Engineer. We need expertise in SQL, Java."
INT_5468,Polaris Solutions,UI/UX Designer,Remote,8000,"Prototyping, Sketch, HTML, Wireframing, CSS","Join Polaris Solutions as a UI/UX Designer. We need expertise in Prototyping, Sketch."
INT_5469,Polaris Solutions,Full Stack Developer,Hyderabad,Unpaid,"React, MongoDB, HTML","Join Polaris Solutions as a Full Stack Developer. We need expertise in React, MongoDB."
INT_5470,Quantum Bits,Full Stack Developer,Remote,25000,"MongoDB, CSS, Git","Join Quantum Bits as a Full Stack Developer. We need expertise in MongoDB, CSS."
INT_5471,Delta Force,Data Analyst,Delhi,8000,"Excel, Power BI, Statistics","Join Delta Force as a Data Analyst. We need expertise in Excel, Power BI."
INT_5472,LogicGate,Data Analyst,Indore,5000,"R, Tableau, Excel, Python","Join LogicGate as a Data Analyst. We need expertise in R, Tableau."
INT_5473,TechSol,Data Analyst,Chennai,5000,"Statistics, Power BI, Data Science","Join TechSol as a Data Analyst. We need expertise in Statistics, Power BI."
INT_5474,Starlight Systems,Machine Learning Engineer,Bangalore,10000,"Machine Learning, AWS, PyTorch, Deep Learning, MLOps","Join Starlight Systems as a Machine Learning Engineer. We need expertise in Machine Learning, AWS."
INT_5475,FastTrack Soft,Software Engineer,Chennai,10000,"Python, C++, Java, Data Structures","Join FastTrack Soft as a Software Engineer. We need expertise in Python, C++."
INT_5476,Galactic Soft,Machine Learning Engineer,Hyderabad,8000,"Deep Learning, AWS, PyTorch, MLOps","Join Galactic Soft as a Machine Learning Engineer. We need expertise in Deep Learning, AWS."
INT_5477,CoreSystems,Machine Learning Engineer,Mumbai,20000,"TensorFlow, AWS, MLOps","Join CoreSystems as a Machine Learning Engineer. We need expertise in TensorFlow, AWS."
INT_5478,Pioneer Soft,Data Scientist,Gurgaon,15000,"Scikit-learn, NumPy, Python, Tableau","Join Pioneer Soft as a Data Scientist. We need expertise in Scikit-learn, NumPy."
INT_5479,Infinity AI,Software Engineer,Pune,25000,"Data Structures, C++, System Design, Algorithms, Git","Join Infinity AI as a Software Engineer. We need expertise in Data Structures, C++."
INT_5480,Vanguard Data,QA Engineer,Gurgaon,25000,"JIRA, Selenium, Manual Testing","Join Vanguard Data as a QA Engineer. We need expertise in JIRA, Selenium."
INT_5481,Fusion Labs,Data Scientist,Pune,12000,"Python, SQL, Machine Learning","Join Fusion Labs as a Data Scientist. We need expertise in Python, SQL."
INT_5482,Cosmos AI,Data Analyst,Noida,20000,"Python, Tableau, R, Power BI, Statistics","Join Cosmos AI as a Data Analyst. We need expertise in Python, Tableau."
INT_5483,Novus Tech,Backend Developer,Mumbai,10000,"Flask, SQL, Node.js, NoSQL, Django","Join Novus Tech as a Backend Developer. We need expertise in Flask, SQL."
INT_5484,SoftSystems,System Administrator,Gurgaon,8000,"Linux, Virtualization, Bash, Azure","Join SoftSystems as a System Administrator. We need expertise in Linux, Virtualization."
INT_5485,Bright Ideas,UI/UX Designer,Hyderabad,8000,"HTML, Prototyping, Adobe XD","Join Bright Ideas as a UI/UX Designer. We need expertise in HTML, Prototyping."
INT_5486,CodeCraft,Backend Developer,Gurgaon,Unpaid,"Django, SQL, Flask","Join CodeCraft as a Backend Developer. We need expertise in Django, SQL."
INT_5487,BlueWave,QA Engineer,Remote,15000,"SQL, Automation Testing, Selenium","Join BlueWave as a QA Engineer. We need expertise in SQL, Automation Testing."
INT_5488,Infinity AI,Mobile App Developer,Remote,12000,"Flutter, React Native, Java","Join Infinity AI as a Mobile App Developer. We need expertise in Flutter, React Native."
INT_5489,FastTrack Soft,Frontend Developer,Noida,10000,"CSS, Tailwind CSS, Vue.js, Redux, React","Join FastTrack Soft as a Frontend Developer. We need expertise in CSS, Tailwind CSS."
