Student_ID,Name,Skills,Preferred_Role,CGPA,Mock_OA_Score,Projects,Internships_Done,Placed_Status
2025CS12981,Student_2981,"Linux, CI/CD, Azure, Git",DevOps Engineer,6.28,58,2,1,0
2025CS12982,Student_2982,"Python, PyTorch, TensorFlow, MLOps, Machine Learning, AWS",Machine Learning Engineer,7.65,53,3,3,1
2025CS12983,Student_2983,"CSS, JavaScript, React, MongoDB, Express.js",Full Stack Developer,9.36,76,0,1,1
2025CS12984,Student_2984,"HTML, Express.js, JavaScript",Full Stack Developer,8.6,83,0,3,1
2025CS12985,Student_2985,"Tableau, SQL, R",Data Analyst,8.79,95,6,3,1
2025CS12986,Student_2986,"Wireframing, Sketch, Adobe XD",UI/UX Designer,8.81,42,1,2,0
2025CS12987,Student_2987,"PyTorch, Docker, Deep Learning",Machine Learning Engineer,7.89,64,6,3,1
2025CS12988,Student_2988,"Docker, TensorFlow, Deep Learning, AWS",Machine Learning Engineer,8.99,72,5,2,1
2025CS12989,Student_2989,"Bash, Windows Server, Networking",System Administrator,6.62,64,0,1,0
2025CS12990,Student_2990,"JIRA, Agile, Communication, Roadmapping, SQL",Product Manager,7.31,44,3,1,0
2025CS12991,Student_2991,"Deep Learning, JIRA, PyTorch, Data Science, Machine Learning, Tableau, SQL",Data Scientist,7.54,43,0,3,0
2025CS12992,Student_2992,"JIRA, Python, Automation Testing, Manual Testing, SQL",QA Engineer,9.55,91,1,1,1
2025CS12993,Student_2993,"Python, NumPy, Tableau",Data Scientist,6.75,64,3,1,0
2025CS12994,Student_2994,"Flutter, Android Studio, Swift, React Native",Mobile App Developer,7.23,76,6,0,1
2025CS12995,Student_2995,"MLOps, TensorFlow, Docker, Machine Learning",Machine Learning Engineer,9.67,44,0,1,0
2025CS12996,Student_2996,"Statistics, Python, Docker, Tableau, SQL, Excel",Data Analyst,9.81,52,3,2,1
2025CS12997,Student_2997,"Azure, Bash Scripting, Git, Docker, Kubernetes, Jenkins",DevOps Engineer,7.66,78,2,1,1
2025CS12998,Student_2998,"Vue.js, Tailwind CSS, Redux, JavaScript, React, TypeScript",Frontend Developer,6.02,52,3,3,0
2025CS12999,Student_2999,"Data Analysis, Agile, Product Management, Roadmapping, SQL",Product Manager,8.31,64,5,3,1
2025CS13000,Student_3000,"Kubernetes, Git, Jenkins",DevOps Engineer,9.43,59,2,1,1
2025CS13001,Student_3001,"Azure, Linux, Bash Scripting, Docker, Jenkins",DevOps Engineer,9.87,60,6,2,1
2025CS13002,Student_3002,"Data Analysis, JIRA, Agile, Product Management, SQL",Product Manager,8.38,85,0,0,1
2025CS13003,Student_3003,"Sketch, Figma, HTML, Prototyping, Wireframing, User Research",UI/UX Designer,6.99,40,2,0,0
2025CS13004,Student_3004,"CI/CD, Bash Scripting, Linux, Docker, Kubernetes",DevOps Engineer,8.53,73,4,0,1
2025CS13005,Student_3005,"Automation Testing, Python, Java",QA Engineer,9.32,95,1,3,1
2025CS13006,Student_3006,"Statistics, User Research, HTML, Wireframing, Figma",UI/UX Designer,8.33,83,0,1,1
2025CS13007,Student_3007,"Agile, Data Analysis, Roadmapping",Product Manager,6.62,92,2,1,1
2025CS13008,Student_3008,"JIRA, SQL, Data Analysis, Agile",Product Manager,9.44,85,5,3,1
2025CS13009,Student_3009,"Git, JavaScript, React, HTML, Node.js, Express.js",Full Stack Developer,9.07,99,4,0,1
2025CS13010,Student_3010,"NumPy, PyTorch, TensorFlow, Pandas",Data Scientist,9.08,97,3,2,1
2025CS13011,Student_3011,"Python, TensorFlow, Docker, MLOps, AWS",Machine Learning Engineer,6.02,94,4,2,1
2025CS13012,Student_3012,"System Design, Java, Python, Git, C++, Data Structures",Software Engineer,6.39,49,5,2,0
2025CS13013,Student_3013,"CSS, Figma, Prototyping, Wireframing, User Research",UI/UX Designer,9.22,90,2,2,1
2025CS13014,Student_3014,"Bash, Azure, Windows Server",System Administrator,8.87,86,2,0,1
2025CS13015,Student_3015,"Flutter, Android Studio, React Native",Mobile App Developer,9.13,91,1,3,1
2025CS13016,Student_3016,"Virtualization, Azure, Windows Server, API Design",System Administrator,8.89,78,3,2,1
2025CS13017,Student_3017,"Flutter, Java, Android Studio, iOS Development, Swift, React Native",Mobile App Developer,8.68,52,2,1,0
2025CS13018,Student_3018,"Linux, Azure, Git",DevOps Engineer,6.96,54,4,1,0
2025CS13019,Student_3019,"Tableau, Power BI, Data Science, Python",Data Analyst,7.19,53,0,3,0
2025CS13020,Student_3020,"Deep Learning, PyTorch, TensorFlow, Docker, Machine Learning",Machine Learning Engineer,7.68,85,0,0,0
2025CS13021,Student_3021,"HTML, Git, Node.js",Full Stack Developer,6.23,63,0,0,0
2025CS13022,Student_3022,"Java, JIRA, Python, Automation Testing, Manual Testing, SQL",QA Engineer,7.39,62,5,3,1
2025CS13023,Student_3023,"System Design, SQL, C++, Data Structures",Software Engineer,8.33,50,6,1,1
2025CS13024,Student_3024,"Azure, Tailwind CSS, Linux, Networking, Windows Server, AWS",System Administrator,8.62,95,2,3,1
2025CS13025,Student_3025,"Java, JIRA, Python, Manual Testing, SQL",QA Engineer,9.39,75,2,0,1
2025CS13026,Student_3026,"System Design, Java, Python, Git, Algorithms, Data Structures",Software Engineer,8.12,97,3,1,1
2025CS13027,Student_3027,"Networking, Windows Server, Bash, Virtualization, AWS",System Administrator,8.94,61,3,3,1
2025CS13028,Student_3028,"Wireframing, Figma, CSS",UI/UX Designer,8.51,83,5,0,1
2025CS13029,Student_3029,"System Design, Java, Python, SQL, Data Structures",Software Engineer,8.94,50,4,3,1
2025CS13030,Student_3030,"Django, Flask, Node.js, NoSQL, Express.js, PostgreSQL",Backend Developer,8.72,64,0,1,0
2025CS13031,Student_3031,"JIRA, Python, Automation Testing, Manual Testing, Selenium",QA Engineer,6.95,68,6,1,1
2025CS13032,Student_3032,"iOS Development, Swift, React Native",Mobile App Developer,6.69,41,6,1,0
2025CS13033,Student_3033,"Flutter, System Design, Java, Python, Git, Algorithms, Data Structures",Software Engineer,7.33,40,3,1,0
2025CS13034,Student_3034,"Adobe XD, User Research, Figma",UI/UX Designer,6.3,56,1,2,0
2025CS13035,Student_3035,"HTML, Git, CSS, React",Full Stack Developer,9.57,88,0,2,1
2025CS13036,Student_3036,"Python, SQL, Excel",Data Analyst,8.14,96,3,3,1
2025CS13037,Student_3037,"Linux, Azure, Deep Learning, Networking",System Administrator,8.27,61,1,1,0
2025CS13038,Student_3038,"SQL, Statistics, Excel",Data Analyst,8.93,58,2,1,1
2025CS13039,Student_3039,"Virtualization, Linux, Windows Server, AWS",System Administrator,9.71,59,4,3,1
2025CS13040,Student_3040,"Bash Scripting, Azure, Git, AWS",DevOps Engineer,9.17,63,1,2,1
2025CS13041,Student_3041,"CI/CD, Azure, Linux, Git, Docker, Jenkins",DevOps Engineer,8.55,94,6,0,1
2025CS13042,Student_3042,"Python, PyTorch, Pandas, Scikit-learn, Tableau",Data Scientist,7.76,82,0,1,1
2025CS13043,Student_3043,"Communication, SQL, Data Analysis, Agile",Product Manager,7.89,84,5,0,1
2025CS13044,Student_3044,"Flask, Node.js, MongoDB, SQL, API Design",Backend Developer,8.67,58,4,2,1
2025CS13045,Student_3045,"Data Analysis, JIRA, Communication, Roadmapping, SQL",Product Manager,9.69,88,5,1,1
2025CS13046,Student_3046,"React, CSS, Angular",Frontend Developer,9.27,47,6,1,1
2025CS13047,Student_3047,"SQL, React, Git, Express.js",Full Stack Developer,6.69,55,4,2,0
2025CS13048,Student_3048,"Flask, Spring Boot, SQL, NoSQL, Express.js, API Design",Backend Developer,8.56,77,5,3,1
2025CS13049,Student_3049,"JIRA, Agile, Product Management, Roadmapping, SQL",Product Manager,7.9,46,2,3,0
2025CS13050,Student_3050,"Statistics, Python, Data Science, Tableau, SQL, Excel",Data Analyst,7.41,55,5,0,0
2025CS13051,Student_3051,"Sketch, Adobe XD, CSS, Prototyping, Wireframing, User Research",UI/UX Designer,7.65,61,0,3,1
2025CS13052,Student_3052,"Java, Python, Automation Testing, SQL, Selenium",QA Engineer,8.51,44,1,3,0
2025CS13053,Student_3053,"Python, SQL, R, Excel",Data Analyst,6.83,57,5,3,1
2025CS13054,Student_3054,"Agile, Communication, Product Management, Roadmapping, SQL",Product Manager,9.64,42,1,1,0
2025CS13055,Student_3055,"Deep Learning, Python, TensorFlow, MLOps, AWS",Machine Learning Engineer,8.44,40,2,3,0
2025CS13056,Student_3056,"Flutter, Java, Android Studio, iOS Development, Swift, React Native",Mobile App Developer,8.73,97,3,1,1
2025CS13057,Student_3057,"Python, Java, Selenium",QA Engineer,7.11,40,2,3,0
2025CS13058,Student_3058,"Automation Testing, Python, JIRA, Selenium",QA Engineer,9.15,81,0,2,1
2025CS13059,Student_3059,"Spring Boot, Node.js, Flask",Backend Developer,6.54,77,5,1,1
2025CS13060,Student_3060,"Sketch, Azure, Linux, Jenkins, AWS",DevOps Engineer,6.4,47,2,0,0
2025CS13061,Student_3061,"Tailwind CSS, React, Redux",Frontend Developer,6.7,87,1,0,0
2025CS13062,Student_3062,"Power BI, Data Science, Tableau, SQL, Excel",Data Analyst,6.92,82,6,1,1
2025CS13063,Student_3063,"Vue.js, CSS, Redux, JavaScript, TypeScript, Angular",Frontend Developer,7.88,76,3,1,1
2025CS13064,Student_3064,"Wireframing, Sketch, Adobe XD, User Research",UI/UX Designer,9.25,40,6,1,1
2025CS13065,Student_3065,"Java, Python, Algorithms, SQL, Data Structures",Software Engineer,9.35,86,0,1,1
2025CS13066,Student_3066,"Algorithms, Python, Git",Software Engineer,7.32,45,5,1,0
2025CS13067,Student_3067,"SQL, Statistics, Excel",Data Analyst,6.23,70,1,3,1
2025CS13068,Student_3068,"Django, Flask, Spring Boot, Node.js, API Design",Backend Developer,6.9,69,3,2,1
2025CS13069,Student_3069,"Spring Boot, Django, MongoDB, Node.js",Backend Developer,6.73,78,1,0,0
2025CS13070,Student_3070,"Linux, Azure, Git, Kubernetes",DevOps Engineer,7.76,58,6,3,1
2025CS13071,Student_3071,"JIRA, Python, Automation Testing, Manual Testing, SQL, Selenium",QA Engineer,6.03,98,0,0,0
2025CS13072,Student_3072,"JIRA, Agile, Communication, Product Management, Roadmapping, SQL",Product Manager,9.3,79,2,3,1
2025CS13073,Student_3073,"System Design, Python, C++",Software Engineer,9.62,62,6,0,1
2025CS13074,Student_3074,"Deep Learning, PyTorch, TensorFlow, Docker, Machine Learning, AWS",Machine Learning Engineer,6.49,41,6,0,0
2025CS13075,Student_3075,"Deep Learning, Python, Pandas, TensorFlow, Scikit-learn, SQL",Data Scientist,8.08,93,6,0,1
2025CS13076,Student_3076,"Power BI, Statistics, Data Science, SQL, Excel",Data Analyst,6.33,44,3,0,0
2025CS13077,Student_3077,"Agile, Communication, SQL, Roadmapping",Product Manager,6.26,49,1,3,0
2025CS13078,Student_3078,"Java, Flask, Spring Boot, NoSQL, PostgreSQL",Backend Developer,7.22,81,1,0,0
2025CS13079,Student_3079,"Linux, Azure, Windows Server",System Administrator,8.0,44,0,0,0
2025CS13080,Student_3080,"Docker, MLOps, Deep Learning, AWS",Machine Learning Engineer,6.02,82,0,0,0
2025CS13081,Student_3081,"Vue.js, Redux, JavaScript, React, HTML",Frontend Developer,7.15,51,6,1,0
2025CS13082,Student_3082,"HTML, JavaScript, Angular",Frontend Developer,7.28,67,3,1,0
2025CS13083,Student_3083,"CI/CD, Linux, Git, Kubernetes, Jenkins",DevOps Engineer,7.28,83,3,0,1
2025CS13084,Student_3084,"Power BI, Statistics, R, Python, Tableau, SQL",Data Analyst,9.44,45,0,2,0
2025CS13085,Student_3085,"CSS, Roadmapping, Node.js, SQL, Express.js",Full Stack Developer,7.52,58,3,3,1
2025CS13086,Student_3086,"PyTorch, NumPy, Scikit-learn",Data Scientist,6.14,64,4,2,1
2025CS13087,Student_3087,"Java, Python, Git, SQL, Data Structures",Software Engineer,9.02,78,0,0,1
2025CS13088,Student_3088,"Data Analysis, JIRA, Communication, Roadmapping, SQL",Product Manager,6.49,61,4,0,0
2025CS13089,Student_3089,"Linux, Networking, Bash, Virtualization, AWS",System Administrator,7.06,56,2,1,0
2025CS13090,Student_3090,"Vue.js, Tailwind CSS, CSS, TypeScript, Angular",Frontend Developer,9.37,62,2,3,1
2025CS13091,Student_3091,"MongoDB, Express.js, Flask, NoSQL",Backend Developer,9.1,95,2,2,1
2025CS13092,Student_3092,"Power BI, Statistics, R, Tableau, SQL",Data Analyst,7.46,61,3,3,1
2025CS13093,Student_3093,"Power BI, Python, Data Science, Tableau, SQL, Excel",Data Analyst,8.48,79,6,1,1
2025CS13094,Student_3094,"Java, Android Studio, iOS Development, Kotlin, Swift, React Native",Mobile App Developer,6.83,74,1,3,1
2025CS13095,Student_3095,"Sketch, Adobe XD, CSS, User Research, Wireframing, Figma, Excel",UI/UX Designer,8.41,79,3,0,1
2025CS13096,Student_3096,"Flask, Express.js, Node.js, NoSQL",Backend Developer,8.32,64,1,1,0
2025CS13097,Student_3097,"Linux, AWS, Azure, Networking",System Administrator,8.48,55,6,1,1
2025CS13098,Student_3098,"System Design, Algorithms, Git, Data Structures",Software Engineer,8.43,57,6,2,1
2025CS13099,Student_3099,"Linux, Windows Server, Networking",System Administrator,7.87,87,1,2,1
2025CS13100,Student_3100,"Django, Java, NoSQL, SQL, PostgreSQL, API Design",Backend Developer,7.71,77,0,2,1
2025CS13101,Student_3101,"Manual Testing, PyTorch, TensorFlow, Docker",Machine Learning Engineer,6.49,93,5,2,1
2025CS13102,Student_3102,"Azure, Linux, Networking, Bash, AWS",System Administrator,7.13,99,6,3,1
2025CS13103,Student_3103,"Tailwind CSS, JavaScript, HTML, TypeScript, Angular",Frontend Developer,6.2,56,6,1,0
2025CS13104,Student_3104,"Linux, CI/CD, Kubernetes",DevOps Engineer,8.93,41,0,0,0
2025CS13105,Student_3105,"Kotlin, Android Studio, React Native",Mobile App Developer,7.95,98,6,0,1
2025CS13106,Student_3106,"System Design, Data Analysis, JIRA, Agile, Communication, Roadmapping, SQL",Product Manager,8.1,97,1,0,1
2025CS13107,Student_3107,"Flask, Spring Boot, NoSQL, PostgreSQL, API Design",Backend Developer,7.15,75,1,0,0
2025CS13108,Student_3108,"Flutter, JavaScript, HTML, Node.js, MongoDB",Full Stack Developer,6.93,95,6,3,1
2025CS13109,Student_3109,"Redux, CSS, Angular",Frontend Developer,8.13,48,6,3,1
2025CS13110,Student_3110,"Power BI, R, Statistics, Python, Data Science, Tableau",Data Analyst,6.47,69,1,2,0
2025CS13111,Student_3111,"System Design, C++, Algorithms, SQL, Data Structures",Software Engineer,6.29,93,0,0,0
2025CS13112,Student_3112,"Sketch, Adobe XD, HTML, Wireframing, Figma",UI/UX Designer,9.0,70,3,3,1
2025CS13113,Student_3113,"Node.js, SQL, Express.js, PostgreSQL, API Design",Backend Developer,8.41,47,6,2,1
2025CS13114,Student_3114,"HTML, Express.js, JavaScript, React",Full Stack Developer,6.45,44,3,3,0
2025CS13115,Student_3115,"Flutter, Java, Android Studio, Kotlin, Swift, React Native",Mobile App Developer,9.66,64,4,0,1
2025CS13116,Student_3116,"Sketch, Adobe XD, CSS, HTML, Wireframing, User Research",UI/UX Designer,6.63,54,0,3,0
2025CS13117,Student_3117,"Django, Java, Flask, API Design",Backend Developer,8.42,45,4,3,1
2025CS13118,Student_3118,"Power BI, R, Python, Data Science, Tableau, Excel",Data Analyst,8.77,70,0,0,0
2025CS13119,Student_3119,"Python, Git, Data Structures",Software Engineer,9.19,57,4,3,1
2025CS13120,Student_3120,"HTML, Vue.js, CSS",Frontend Developer,9.8,52,1,1,0
2025CS13121,Student_3121,"NumPy, Deep Learning, Python, Data Science, Machine Learning, Tableau",Data Scientist,7.11,72,3,2,1
2025CS13122,Student_3122,"Bash Scripting, Azure, Linux",DevOps Engineer,6.25,57,5,2,0
2025CS13123,Student_3123,"NumPy, Python, TensorFlow, Data Science, Machine Learning, Tableau",Data Scientist,9.63,41,2,1,0
2025CS13124,Student_3124,"Adobe XD, CSS, HTML, Wireframing, Figma",UI/UX Designer,6.51,55,3,3,1
2025CS13125,Student_3125,"Deep Learning, Python, Pandas, TensorFlow, PyTorch, SQL",Data Scientist,6.47,74,0,2,0
2025CS13126,Student_3126,"Tailwind CSS, React, Redux",Frontend Developer,7.7,61,5,3,1
2025CS13127,Student_3127,"Flutter, iOS Development, React Native",Mobile App Developer,6.49,47,0,3,0
2025CS13128,Student_3128,"Flutter, iOS Development, Kotlin, React Native",Mobile App Developer,6.2,46,3,3,0
2025CS13129,Student_3129,"Git, JavaScript, HTML, SQL, Express.js",Full Stack Developer,7.45,84,5,2,1
2025CS13130,Student_3130,"JIRA, Java, Selenium",QA Engineer,8.19,59,3,0,0
2025CS13131,Student_3131,"Vue.js, Tailwind CSS, CSS, Redux, TypeScript",Frontend Developer,7.51,76,2,0,0
2025CS13132,Student_3132,"MongoDB, Flask, Node.js",Backend Developer,8.78,41,6,1,1
2025CS13133,Student_3133,"Wireframing, User Research, Figma, CSS",UI/UX Designer,6.91,96,0,3,1
2025CS13134,Student_3134,"Tableau, SQL, Power BI, Excel",Data Analyst,7.36,76,1,2,1
2025CS13135,Student_3135,"Java, JIRA, Python, Manual Testing, SQL",QA Engineer,8.17,65,2,3,1
2025CS13136,Student_3136,"Azure, CI/CD, Kubernetes, Jenkins",DevOps Engineer,8.92,52,3,1,1
2025CS13137,Student_3137,"Azure, Linux, Networking, Windows Server, Bash, Virtualization",System Administrator,8.5,63,2,3,1
2025CS13138,Student_3138,"Vue.js, CSS, TensorFlow, JavaScript, React, Angular",Frontend Developer,8.12,73,1,2,1
2025CS13139,Student_3139,"System Design, Python, Git, Algorithms, Data Structures",Software Engineer,6.91,95,0,2,1
2025CS13140,Student_3140,"HTML, Vue.js, Redux",Frontend Developer,8.07,49,2,3,1
2025CS13141,Student_3141,"System Design, Java, Python, C++, Algorithms",Software Engineer,7.3,63,2,2,1
2025CS13142,Student_3142,"Java, Android Studio, iOS Development, Swift, React Native",Mobile App Developer,8.74,65,1,1,1
2025CS13143,Student_3143,"AWS, MLOps, TensorFlow, Machine Learning",Machine Learning Engineer,9.59,92,4,0,1
2025CS13144,Student_3144,"Flask, Spring Boot, NoSQL, MongoDB, SQL, PostgreSQL",Backend Developer,7.91,71,2,2,1
2025CS13145,Student_3145,"Deep Learning, PyTorch, Docker, Machine Learning, AWS",Machine Learning Engineer,6.4,57,0,3,0
2025CS13146,Student_3146,"Adobe XD, Java, JIRA, Python, Automation Testing, Manual Testing, SQL",QA Engineer,8.31,78,4,3,1
2025CS13147,Student_3147,"Linux, Git, AWS",DevOps Engineer,7.52,42,6,1,0
2025CS13148,Student_3148,"Algorithms, SQL, Git, Data Structures",Software Engineer,9.65,80,5,2,1
2025CS13149,Student_3149,"PyTorch, TensorFlow, Docker, AWS",Machine Learning Engineer,7.76,46,5,2,1
2025CS13150,Student_3150,"Power BI, R, Statistics, Python, Scikit-learn, SQL, Excel",Data Analyst,6.97,77,3,1,1
2025CS13151,Student_3151,"JIRA, SQL, Java, Selenium",QA Engineer,8.77,59,2,3,1
2025CS13152,Student_3152,"CI/CD, Linux, Git, Docker, Kubernetes, AWS",DevOps Engineer,7.91,82,1,0,1
2025CS13153,Student_3153,"Django, Flask, NoSQL, Express.js, PostgreSQL, API Design",Backend Developer,8.14,93,3,2,1
2025CS13154,Student_3154,"Flutter, iOS Development, Java, React Native",Mobile App Developer,6.03,76,0,0,0
2025CS13155,Student_3155,"Linux, Kubernetes, Jenkins",DevOps Engineer,8.02,78,1,2,1
2025CS13156,Student_3156,"API Design, SQL, Java, NoSQL",Backend Developer,9.43,47,6,0,1
2025CS13157,Student_3157,"Algorithms, Python, SQL",Software Engineer,7.76,58,6,2,1
2025CS13158,Student_3158,"Flutter, Java, Android Studio, iOS Development, Kotlin, TypeScript, Swift",Mobile App Developer,7.21,81,1,2,1
2025CS13159,Student_3159,"Git, Java, Data Structures",Software Engineer,9.0,98,1,0,1
2025CS13160,Student_3160,"TypeScript, Tailwind CSS, Redux",Frontend Developer,6.48,86,2,2,1
2025CS13161,Student_3161,"NumPy, Deep Learning, Data Science, Scikit-learn, Machine Learning",Data Scientist,8.2,44,4,3,1
2025CS13162,Student_3162,"Spring Boot, PostgreSQL, API Design",Backend Developer,9.88,71,5,1,1
2025CS13163,Student_3163,"Agile, Communication, Product Management, Roadmapping, MongoDB",Product Manager,6.61,96,6,3,1
2025CS13164,Student_3164,"JIRA, Python, Automation Testing, Manual Testing, SQL, Selenium",QA Engineer,8.15,96,0,3,1
2025CS13165,Student_3165,"Linux, Docker, Azure, Jenkins",DevOps Engineer,7.69,93,4,2,1
2025CS13166,Student_3166,"Tableau, Power BI, R",Data Analyst,9.09,85,5,0,1
2025CS13167,Student_3167,"Deep Learning, Python, PyTorch, MLOps, Docker, Machine Learning",Machine Learning Engineer,6.75,56,5,0,0
2025CS13168,Student_3168,"Flutter, Kotlin, Android Studio",Mobile App Developer,9.88,97,5,0,1
2025CS13169,Student_3169,"Deep Learning, Data Science, Scikit-learn, Machine Learning, SQL",Data Scientist,7.95,85,0,1,1
2025CS13170,Student_3170,"Java, Python, Git, Algorithms, SQL, Data Structures",Software Engineer,8.07,82,6,0,1
2025CS13171,Student_3171,"CI/CD, Bash Scripting, AWS, Git, Kubernetes, Jenkins",DevOps Engineer,9.39,74,0,3,1
2025CS13172,Student_3172,"Django, MongoDB, Express.js, Node.js",Backend Developer,7.74,97,1,0,1
2025CS13173,Student_3173,"iOS Development, Kotlin, Swift, React Native",Mobile App Developer,9.22,61,1,3,1
2025CS13174,Student_3174,"Python, Git, C++, SQL, Data Structures",Software Engineer,9.62,68,6,2,1
2025CS13175,Student_3175,"Statistics, R, Python, Data Science, SQL, Excel",Data Analyst,9.19,78,0,3,1
2025CS13176,Student_3176,"Deep Learning, Python, Data Science, Scikit-learn, Tableau, SQL",Data Scientist,7.3,82,5,0,1
2025CS13177,Student_3177,"Java, Python, Automation Testing, SQL, Selenium",QA Engineer,7.58,41,6,3,1
2025CS13178,Student_3178,"Git, HTML, Node.js, MongoDB, SQL, Express.js",Full Stack Developer,6.71,87,3,0,1
2025CS13179,Student_3179,"Python, SQL, Data Science, Pandas",Data Scientist,9.51,83,1,2,1
2025CS13180,Student_3180,"Bash, Networking, AWS",System Administrator,8.57,42,4,2,1
2025CS13181,Student_3181,"Java, JIRA, Python, Automation Testing, SQL, Selenium",QA Engineer,8.47,49,2,1,0
2025CS13182,Student_3182,"PyTorch, Git, Algorithms, SQL, Data Structures",Software Engineer,6.82,90,2,3,1
2025CS13183,Student_3183,"System Design, Git, Communication, C++, SQL",Software Engineer,7.89,58,1,2,0
2025CS13184,Student_3184,"Vue.js, JavaScript, React, HTML, TypeScript, Angular",Frontend Developer,8.04,47,2,0,0
2025CS13185,Student_3185,"Power BI, Statistics, R, Python, Data Science, SQL",Data Analyst,9.79,77,3,0,1
2025CS13186,Student_3186,"Linux, CI/CD, Azure",DevOps Engineer,7.12,91,5,1,1
2025CS13187,Student_3187,"Django, PostgreSQL, NoSQL",Backend Developer,9.77,64,2,2,1
2025CS13188,Student_3188,"SQL, Node.js, API Design",Backend Developer,7.62,75,3,0,1
2025CS13189,Student_3189,"R, Python, Data Science, Tableau, Excel",Data Analyst,8.21,55,5,1,1
2025CS13190,Student_3190,"PyTorch, Docker, TensorFlow, Machine Learning",Machine Learning Engineer,6.94,80,6,2,1
2025CS13191,Student_3191,"System Design, Python, Git, C++, Algorithms, SQL",Software Engineer,6.84,75,6,2,1
2025CS13192,Student_3192,"JIRA, Python, Automation Testing, Manual Testing, SQL",QA Engineer,7.9,69,5,0,1
2025CS13193,Student_3193,"Deep Learning, PyTorch, MLOps, Docker, AWS",Machine Learning Engineer,9.89,99,5,1,1
2025CS13194,Student_3194,"Communication, SQL, Roadmapping, Agile",Product Manager,9.03,54,5,0,1
2025CS13195,Student_3195,"JavaScript, MongoDB, Git, React",Full Stack Developer,6.46,63,5,0,0
2025CS13196,Student_3196,"SQL, Statistics, Data Science",Data Analyst,8.63,71,2,3,1
2025CS13197,Student_3197,"Adobe XD, HTML, Prototyping, Wireframing, User Research",UI/UX Designer,6.32,62,6,3,1
2025CS13198,Student_3198,"System Design, Python, Algorithms, Java",Software Engineer,7.89,75,6,1,1
2025CS13199,Student_3199,"Power BI, Python, Tableau, SQL, Excel",Data Analyst,9.02,69,4,2,1
2025CS13200,Student_3200,"CSS, React, HTML, Node.js, Express.js",Full Stack Developer,8.11,63,0,3,1
2025CS13201,Student_3201,"Java, Android Studio, iOS Development, Kotlin, Swift, React Native",Mobile App Developer,6.56,77,1,3,1
2025CS13202,Student_3202,"JIRA, Agile, SQL, Roadmapping",Product Manager,6.44,59,0,3,0
2025CS13203,Student_3203,"Automation Testing, Manual Testing, SQL",QA Engineer,8.06,67,5,2,1
2025CS13204,Student_3204,"Flutter, Java, React Native",Mobile App Developer,9.11,70,1,0,1
2025CS13205,Student_3205,"CI/CD, Azure, Linux, Git, AWS",DevOps Engineer,7.33,69,3,1,1
2025CS13206,Student_3206,"CI/CD, Azure, Bash Scripting, Linux, Kubernetes, Jenkins",DevOps Engineer,6.47,45,2,3,0
2025CS13207,Student_3207,"CSS, Git, React, SQL, MongoDB, Express.js",Full Stack Developer,6.28,82,6,3,1
2025CS13208,Student_3208,"Java, SQL, Node.js, NoSQL, Express.js, API Design",Backend Developer,9.76,80,4,3,1
2025CS13209,Student_3209,"Azure, Linux, Git, Docker, Kubernetes, Jenkins",DevOps Engineer,7.46,91,5,1,1
2025CS13210,Student_3210,"HTML, Git, JavaScript, CSS",Full Stack Developer,9.78,47,0,3,1
2025CS13211,Student_3211,"JIRA, SQL, Java",QA Engineer,8.99,46,5,2,1
2025CS13212,Student_3212,"Power BI, Statistics, R, Data Science, Tableau, Excel",Data Analyst,9.34,60,0,2,1
2025CS13213,Student_3213,"Data Analysis, JIRA, Agile, Product Management, Roadmapping, SQL",Product Manager,9.1,59,5,1,1
2025CS13214,Student_3214,"System Design, Python, Data Structures",Software Engineer,7.59,58,2,1,0
2025CS13215,Student_3215,"JIRA, Communication, SQL",Product Manager,7.54,67,6,3,1
2025CS13216,Student_3216,"Flutter, iOS Development, Android Studio, React Native",Mobile App Developer,9.51,82,3,3,1
2025CS13217,Student_3217,"CI/CD, Azure, Git",DevOps Engineer,9.28,47,3,3,1
2025CS13218,Student_3218,"JIRA, Agile, Communication, Product Management, Roadmapping, SQL",Product Manager,9.05,78,3,2,1
2025CS13219,Student_3219,"PyTorch, TensorFlow, MLOps, Machine Learning, AWS",Machine Learning Engineer,7.88,40,2,0,0
2025CS13220,Student_3220,"Flutter, Kotlin, Java",Mobile App Developer,9.49,81,6,2,1
2025CS13221,Student_3221,"Virtualization, Azure, Windows Server",System Administrator,8.58,87,2,2,1
2025CS13222,Student_3222,"HTML, Wireframing, User Research, Prototyping",UI/UX Designer,6.78,70,4,2,1
2025CS13223,Student_3223,"Java, JIRA, Manual Testing, SQL, Selenium",QA Engineer,7.84,75,5,0,1
2025CS13224,Student_3224,"JavaScript, Git, HTML, Node.js, MongoDB",Full Stack Developer,9.63,89,0,3,1
2025CS13225,Student_3225,"Data Analysis, Agile, Communication, Product Management, Roadmapping, SQL",Product Manager,7.85,86,5,3,1
2025CS13226,Student_3226,"Agile, Communication, Product Management, Roadmapping, SQL",Product Manager,6.51,96,2,1,1
2025CS13227,Student_3227,"Azure, Linux, Git, Agile, Docker",DevOps Engineer,8.66,40,2,2,0
2025CS13228,Student_3228,"PyTorch, Python, Docker, TensorFlow",Machine Learning Engineer,7.55,97,3,1,1
2025CS13229,Student_3229,"Deep Learning, SQL, Scikit-learn",Data Scientist,9.01,45,2,0,0
